Recall Number,Recall Event ID,Device Type,Product Code,Regulation Description,Medical Specialty,Review Panel,Submission Type,Trade Name/Product,Main Name,Recall Class,Date Posted,Year Posted,Recalling Manufacturer,Reason for Recall,FDA Determined Cause,Action,Consumer Instructions,Clean Quantity,Quantity in Commerce,Distribution,Recall Status,Termination Date,Time to Terminate,Merged Quantities
Z-0980-2017,75895,No,FMG,Intravascular administration set.,General Hospital,General Hospital,510(k),"133"" 60 Drop 24 Hour Primary Set w/2 Bravo24Âż, 2 Gang 1o2Âż Manifold, Rotating Luer, 1 Ext, Item No. B59006",N/A,N/A,"November 30, 2016", 2016,"ICU Medical, Inc.",ICU Medical Inc. has identified an isolated event involving a 15 drop drip chamber assembled on a device which should contain a 60 drop drip chamber.,Mixed-up of materials/components,"An Urgent Medical Device Recall Notification letter dated 11/30/16 was sent to their customers to inform them that ICU Medical Inc. has identified an isolated event involving a 15 drop drip chamber assembled on a device which should contain a 60 drop drip chamber.  The letter instructs the customers of the actions required and to return completed recall response form to ICU Medical via fax (801) 264-1755 or by email recall@icumed.com.  Customers with questions are instructed to contact ICU Customer Service Monday through Friday between 8:30AM and 4PM Pacific Time, (866) 829-9025 and select option 2 or email productreturns@icumed.com.",N/A,225,225 units,US: NC,Terminated,"June 23, 2017",205,225
Z-0984-2017,75948,No,KMJ,Patient lubricant.,General Hospital,General Hospital,510(K) Exempt,Medline E-Z Lubricating Jelly; Bacteriostatic. Water Soluble. Sterile.  2 FL OZ (59 ml).,N/A,N/A,"December 12, 2016", 2016,MEDLINE IND,Product was not sterilized. Product was shipped to distribution centers instead of the sterilization facility due to an operations error by a 3rd party shipping company.,Process control,"Medline Industries sent a recall notification letters dated December 12, 2016 to customers.  The letter identified the affected product, problem and actions to be taken.  Customers were instructed to quarantine any affected product on hand and return product to Medline Industries for credit.  Distributors were instructed to notify their customers and have them return affected product as well.  For questions contact 866-359-1704.",N/A,12024,"12,024 tubes","Worldwide Distribution - US Nationwide in the states of AL, FL, GA, IA, IL, IN LA, MI, PA, TX, WI, and the country of Canada","Open, Classified",N/A,N/A,12024
Z-0982-2017,75908,No,KMK,Intravascular catheter securement device.,General Hospital,General Hospital,510(K) Exempt,"StatLockÂż CV Plus w/Pigtail. Product Code: CV0220CE &amp; CV0220. Packaged as a single unit with a skin protectant pad and foam strips in a Tyvek pouch. Depending on configuration, there are either 25 or 50 pouches per carton and 10 cartons per case. Other configurations may contain additional components such as a foam pad with a pigtail clip.",N/A,N/A,"December 09, 2016", 2016,Bard Access Systems,"Bard Access Systems announces a voluntary field action for the StatLockÂż Catheter Stabilization Devices because some single unit pouches have been released without unique product identifiers (product code, lot number, expiration date, etc.).",Process design,"Bard sent an Urgent Customer Notification letter dated December 12, 2016.  The letter identified the affected product, problem and actions to be taken.  Customers were instructed to examine inventory and identify any product subject to the notification. Please direct any return requests and/or questions to Shelly Gilbert at 1-800-290-1689.",N/A,14500,"14,500 units total",Worldwide Distribution - US Nationwide,Terminated,"May 26, 2017",168,14500
Z-0989-2017,76102,No,NEP,Intravascular administration set.,General Hospital,General Hospital,510(K) Exempt,"i.v. Station and i.v. Station ONCO Automated Drug Compounding System, Pharmacy Compounding System",N/A,N/A,"November 23, 2016", 2016,HEALTH ROBOTICS S.R.L.,The firm has initiated a product correction due to a bag carousel motor error causing misalignment and resulting in a mislabeling of final IV bag preparations.,Software design,Omincell mailed an Urgent Medical Device Field Correction Notification letter to affected customers on 11/21/2016.  The letter provided information of the event and instructions on how to continue operating the device to prevent risks.  The issue will be corrected with a software update.,N/A,121,121 systems,Shipped throughout United States.,Terminated,"March 15, 2017",112,121
Z-0988-2017,75093,No,FPA,Intravascular administration set.,General Hospital,General Hospital,510(k),"Tego Connector, Item No. D1000, NM1000",N/A,N/A,"August 24, 2016", 2016,"ICU Medical, Inc.",ICU Medical Inc. has identified a potential risk of leaking with certain Tego Connector devices.,Under Investigation by firm,"The firm, icumedical, sent an ""URGENT: Medical Device Recall Notification"" letter dated 8/24/16 to all their customers. The letter describes the product, problem and actions to be taken. The customers were instructed to quarantine any affected devices; remove from use, return to ICU medical, Inc.; and complete and return the recall response form to ICU Medical via fax (801) 264-1755 or at recall@icumed.com (even if you do not have any affected product).  Customers with questions are instructed to contact ICU customer service Monday through Friday between 8:30AM and 4:00PM Pacific Time, (866) 829-9025 and select option 8 or email the following: customerservice@icumed.com.",N/A,476600,"476,600 units","Worldwide Distribution-US: (Nationwide) and countries of: Saudi Arabia, Germany, Austria, Belgium, Estonia, Poland, Switzerland, Canada, Luxembourg, Netherlands, Bulgaria, Malaysia, Italy, Ireland, Great Britain, France, Brazil, Sweden, Slovenia, and Portugal.",Terminated,"July 07, 2017",317,476600
Z-0987-2017,76085,No,MUJ,Medical charged-particle radiation therapy system.,Radiology,Radiology,510(k),Oncentra External Beam Oncentra Brachy,N/A,N/A,"December 23, 2016", 2016,"Elekta, Inc.","Cross profile for Varian 60 degree wedge shows ""horns.""",Software design,"Elekta sent an Urgent Important Safety Notification letter dated December 23, 2016 to affected customers.  The notice informs users of the specific product and version numbers affected by the issue and any work arounds that can be used to avoid the issue.  The letter included an acknowledgement form to be returned to Elekta.",N/A,433,433,"Worldwide Distribution - US Nationwide in the states of AL, CA, DC, NE, NY, ND, OR, PA, RI, SC, TX, and the countries of Angola, Argentina, Armenia, Australia, Austria, Barbados, Belarus, Brazil, Bulgaria, Canada, China Columbia, Curacao, Czech Republic, Denmark, Finland, France, Germany, Greece, Honduras, Hungary, Iceland, India, Indonesia, Ireland, Italy, Japan, Kazakhstan, Kenya, Malaysia, Netherlands, Norway, Oman, Peru, Poland, Portugal, Romania, Russia, Slovakia, South Africa, South Korea, Spain, Sweden, Switzerland, Taiwan, Thailand, Turkey, United Kingdom, Yemen, Zambia.","Open, Classified",N/A,N/A,433
Z-0991-2017,75969,No,JWH,Knee joint patellofemorotibial polymer/metal/polymer semi-constrained cemented prosthesis.,Orthopedic,Orthopedic,510(k),ConFORMIS  ITOTAL PS-IPOLYIMPLANT KIT-RIGHT,N/A,N/A,"October 31, 2016", 2016,"ConforMIS, Inc.",iView report displayed femoral cut measurements in the incorrect unit of measure (inches vs. mm).,Software Design Change,"ConForMIS intiated the recall by telephone on October 31, 2016, to the  Sales Rep to request return of the kit.For questions regarding this recall call 781-345-9001.",N/A,1,1 unit,Distribution to TX only,Terminated,"January 11, 2017",72,1
Z-0986-2017,76008,No,FPA,Intravascular administration set.,General Hospital,General Hospital,510(k),SafeStepÂż Huber Needle Set with Y-Injection Site. Product Code: LH-0029YN. Packaged as single units in thermoformed trays. There are 25 SafeStepÂż trays per case and 100 per carton.,N/A,N/A,"December 19, 2016", 2016,Bard Access Systems,Bard Access Systems announces a voluntary field action for the SafeStepÂż Huber Needle Set with Y-Injection Site and MiniLocÂż Safety Infusion Set Winged without Y-Injection Site devices because sets may contain one or more units where the needle length and gage differs from the length and gage described on the label.,Mixed-up of materials/components,"Bard sent an Urgent Notification letter dated December 16, 2016 to customers.  The letter identified the affected product, problem and actions to be taken.  Customers were instructed to identify and return affected product. For questions call 1-800-290-1689.",N/A,8000,8000 units,"Worldwide Distribution - US Nationwide in the states of CA, CO, FL, GA, HI, IL, MA, MD, NJ, OH, OR, TX.",Terminated,"April 17, 2017",119,15200
Z-0983-2017,75915,No,OHW,Powered corneal burr.,Ophthalmic,Ophthalmic,510(K) Exempt,Algerbrush-II,N/A,N/A,"October 12, 2016", 2016,"Bausch &amp; Lomb, Inc.","According to firm ( Bausch &amp; Lomb, Inc. )  on June 17, 2016 a packaging operator notified his supervisor he had not placed the operating instruction into the last repackaging of SKU 0816 C (Pterygium Burr Medium Diamond). Further investigation found that repackaged Algerbrush-II and its accessories from April 30, 2012 to present, contained out of date operating instruction. Therefore Bausch &amp; Lomb is proposing a Field Correction to provide customer purchasing product from April 30, 2012 to June 20, 2016 with the current operating instruction.",Error in labeling,"Bausch + Lomb sent an Urgent Medical Device Voluntary Field Correction letter dated October 12, 2016 to affected customers.  The letter identified the affected product, problem and actions to be taken.  For questions contact Bausch + Lomb customer service at 1-800-338-2020",N/A,2487,"2487 units Domestic (USA), 1,211 units Foreign (outside USA)",Worldwide Distribution - US Nationwide,Terminated,"July 14, 2017",275,2487
Z-0990-2017,76018,No,IYE,Medical charged-particle radiation therapy system.,Radiology,Radiology,510(k),Eclipse Treatment Planning System version 13.MR2 [13.06.31  with Smart Segmentation Knowledge Based Contouring version 2.3 [2.3.12],N/A,N/A,"December 02, 2016", 2016,"Varian Medical Systems, Inc.","Modifications in version 13.6MR2 for Contouring, SmartAdapt, and SmartSegmentation workspaces resulted in contours not being saved consistently in Eclipse. Treatment Planning System. The issue only occurs if certain conditions are fulfilled.",Device Design,"Varian Medical Systems sent an Urgent Medical Device Correction Letter dated December 5, 2016 , that were sent to all 5 affected sites on December 5, 2016 by a trackable method.Letters advised users of the issue and the specific scenario that must take place for the issue to occur. Varian is investigating the issue and will provide a correction once it is available.We sincerely apologize for any inconvenience and thank you in advance for your cooperation. If you require further clarification, please feel free to contact your local Varian Medical Systems Customer Support District or Regional Manager. This notice has been provided to the appropriate Regulatory Authorities. For further questions please call (650) 424-6833.Varian Oncology Help Desk Contact Information:Phone:+1.888.827.4265Email:support @varian.com",N/A,42,42 devices are affected,"US Distribution to the states of : NJ, TN. OR and FL.",Terminated,"May 12, 2017",161,42
